name,class,degree,ring,NetRank,NetShort,HeatDiff,InfoDiff
RABIF,0,15,3,2.999054e+00,9.191738e+01,6.910163e-06,1.753057e-05
TSPAN4,0,9,4,3.998048e+00,6.546971e+01,1.161223e-06,7.790250e-07
ADAM9,0,15,3,2.997939e+00,9.190070e+01,7.989111e-06,1.177673e-05
TLR3,0,14,3,2.980494e+00,9.194602e+01,1.674584e-04,6.560818e-05
SERPINB2,0,6,3,2.989573e+00,9.173240e+01,8.566364e-05,3.684967e-05
ETV7,0,4,3,2.977718e+00,9.105181e+01,1.040112e-04,1.310144e-05
ISG20,0,2,4,3.996864e+00,6.331910e+01,1.445355e-07,4.800664e-07
LMX1A,0,5,4,3.996736e+00,6.302669e+01,3.889942e-07,7.550528e-07
LHX3,0,8,4,3.997384e+00,6.239914e+01,7.773286e-07,3.787233e-07
PECR,0,1,4,3.998417e+00,6.190852e+01,3.057568e-08,2.984976e-08
ISL2,0,2,4,3.999208e+00,6.192164e+01,3.680512e-08,3.028419e-08
LHX4,0,14,3,2.989270e+00,9.148766e+01,3.478374e-05,2.162244e-05
RNF181,0,8,3,2.998176e+00,9.170402e+01,1.969314e-06,8.800969e-06
THBS2,0,5,4,3.997482e+00,6.304570e+01,8.664298e-07,3.751192e-07
MADCAM1,0,3,4,3.998233e+00,6.287516e+01,4.651148e-07,2.409666e-07
ITGAE,0,4,4,3.998431e+00,6.327015e+01,4.464247e-07,4.735537e-07
ICAM5,0,4,4,3.996529e+00,6.338051e+01,3.025788e-07,6.169778e-07
ITGB8,0,4,4,3.996018e+00,6.330714e+01,1.091147e-06,4.170750e-07
PLP1,0,6,3,2.996633e+00,9.155538e+01,4.389755e-06,9.569798e-06
ADAM23,0,5,4,3.996008e+00,6.555998e+01,6.785255e-07,1.869443e-06
LTB,0,5,2,1.696970e+00,4.730016e+02,1.303065e-03,3.512430e-03
CLDN11,0,5,4,3.998589e+00,6.399767e+01,2.897828e-07,2.873437e-07
SLC7A5,0,3,4,3.995761e+00,6.281765e+01,1.481198e-06,3.415413e-07
ITGA10,0,1,4,3.995068e+00,6.257907e+01,1.788951e-07,1.531485e-07
GULP1,0,5,3,2.995608e+00,9.118249e+01,2.705430e-05,1.159304e-05
SLC39A7,0,5,2,1.696970e+00,4.730013e+02,1.289561e-03,3.503202e-03
VNN2,0,1,4,3.993767e+00,6.248870e+01,1.320214e-07,1.618565e-07
ARRDC3,0,10,3,2.997516e+00,9.149119e+01,6.931621e-06,1.123759e-05
OFD1,0,9,3,2.993034e+00,9.200549e+01,7.124704e-06,4.070773e-05
RRP15,0,4,3,2.996618e+00,9.144011e+01,1.689572e-06,9.979927e-06
C4orf27,0,2,3,2.979927e+00,9.168322e+01,3.594940e-06,1.664135e-05
C19orf10,0,6,3,2.996904e+00,9.187373e+01,9.131806e-06,1.941985e-05
FUNDC2,0,11,3,2.988687e+00,9.189294e+01,1.252092e-05,2.627572e-05
RPL21P97,0,1,3,2.986472e+00,9.138690e+01,1.340088e-06,8.242624e-06
HAVCR2,0,1,4,3.994825e+00,6.238224e+01,8.075074e-07,1.286707e-07
TRPC2,0,4,4,3.999511e+00,6.254068e+01,7.664302e-08,1.381321e-07
TRPC4,0,11,4,3.998551e+00,6.373820e+01,8.984156e-07,7.350387e-07
TRPC5,0,14,4,3.998765e+00,6.383310e+01,8.846952e-07,9.366289e-07
BANK1,0,4,3,2.998087e+00,6.517595e+01,2.043405e-05,1.012772e-05
ITPRIP,0,1,4,3.998481e+00,6.227073e+01,5.513078e-08,1.003555e-07
ITPR2,0,5,3,2.997572e+00,9.185201e+01,2.101690e-05,1.577284e-05
TRPM2,0,3,4,3.999556e+00,6.231637e+01,2.868180e-08,7.602228e-08
TRPC7,0,5,4,3.998971e+00,6.251935e+01,1.196050e-07,1.844530e-07
IL27RA,0,6,3,2.941331e+00,9.154165e+01,9.505103e-04,4.779414e-05
MPL,0,7,3,2.993913e+00,9.154190e+01,5.573942e-05,2.830012e-05
UBASH3B,0,16,3,2.995712e+00,9.192377e+01,5.915378e-05,6.406227e-05
HES5,0,2,3,2.979407e+00,9.170310e+01,5.464562e-05,2.704597e-05
PLXNA2,0,9,3,2.975398e+00,9.130243e+01,2.859394e-04,2.118902e-05
PPP1R10,0,6,3,2.993869e+00,9.177718e+01,1.137471e-04,3.667776e-05
BCAS1,0,3,3,2.993554e+00,9.177589e+01,7.509868e-06,2.424298e-05
ASCC1,0,8,3,2.985195e+00,9.184713e+01,2.917995e-05,5.285982e-05
WBP5,0,8,3,2.985002e+00,9.176926e+01,6.864356e-05,3.044750e-05
FAM13B,0,5,3,2.996944e+00,9.204107e+01,1.156764e-05,2.888863e-05
SNRK,0,4,3,2.992649e+00,9.148859e+01,1.151869e-05,1.948660e-05
PALMD,0,2,3,2.997516e+00,9.105311e+01,6.346719e-06,9.450546e-06
LARP6,0,3,3,2.998344e+00,9.110110e+01,6.466154e-06,9.858988e-06
RPAP2,0,4,3,2.998758e+00,9.110319e+01,6.259396e-06,9.701301e-06
C9orf102,0,2,3,2.997516e+00,9.100942e+01,6.001575e-06,9.041503e-06
C19orf68,0,1,4,3.994182e+00,6.215565e+01,1.662587e-07,2.441968e-07
ZNF773,0,1,4,3.994182e+00,6.215565e+01,1.662587e-07,2.441968e-07
SLC25A12,0,7,3,2.990475e+00,9.124435e+01,1.048945e-04,3.460415e-05
KAL1,0,1,4,3.993173e+00,6.228881e+01,2.783161e-07,6.854542e-08
NUP88,0,4,4,3.995996e+00,6.330733e+01,9.348489e-07,3.630155e-07
PTGFRN,0,5,4,3.998560e+00,6.290869e+01,1.121799e-06,2.460523e-07
DARS2,0,2,4,3.995171e+00,6.268904e+01,1.616884e-07,1.099414e-06
KCNAB2,0,7,3,2.994154e+00,9.189677e+01,1.541434e-04,2.842754e-05
NDUFA4L2,0,15,3,2.977024e+00,9.199403e+01,3.178521e-05,4.322847e-05
KCNA10,0,1,4,3.999016e+00,6.199434e+01,2.388652e-08,5.287608e-08
KCNB1,0,12,4,3.998993e+00,6.525776e+01,8.553513e-07,1.128812e-06
KCNG1,0,1,5,4.998993e+00,4.893305e+01,4.580803e-09,1.524736e-09
KCNH1,0,9,3,2.997610e+00,9.194864e+01,2.541752e-06,1.609753e-05
KCNS3,0,1,5,4.998993e+00,4.893305e+01,4.580803e-09,1.524736e-09
KCNG4,0,2,5,4.999198e+00,4.894315e+01,4.953908e-09,1.559575e-09
KCNC2,0,1,5,4.998760e+00,4.726423e+01,8.865050e-10,7.961024e-11
KCNC4,0,3,3,2.998439e+00,9.164370e+01,8.301383e-07,6.821919e-06
DPP10,0,2,4,3.997870e+00,6.383553e+01,3.992299e-07,7.189554e-07
KCNIP4,0,5,4,3.997891e+00,6.297233e+01,2.014494e-07,4.799142e-07
KCNE1,0,5,3,2.999063e+00,9.166122e+01,1.201780e-06,6.629336e-06
KCNH2,0,12,3,2.997999e+00,9.186016e+01,3.418086e-06,2.232428e-05
KCNF1,0,4,4,3.999403e+00,6.199002e+01,2.373787e-08,2.887350e-08
ALG10,0,2,4,3.997805e+00,6.210792e+01,4.544205e-08,6.977803e-08
KCNE2,0,2,4,3.997467e+00,6.221713e+01,4.521034e-07,1.685501e-07
KCNJ8,0,4,4,3.999758e+00,6.211042e+01,2.311607e-08,2.576736e-08
KCNJ16,0,3,4,3.999900e+00,6.202410e+01,3.095251e-08,1.439045e-08
KCNJ13,0,2,3,2.995414e+00,9.161401e+01,1.134285e-06,1.226724e-05
KCNK1,0,4,3,2.995461e+00,9.212525e+01,5.344978e-06,2.347442e-05
CACNA1H,0,4,3,2.998878e+00,9.166839e+01,8.110167e-07,6.266292e-06
KCNN2,0,4,3,2.989511e+00,9.177645e+01,4.456819e-06,3.646683e-05
KCNN4,0,4,3,2.994876e+00,9.220765e+01,2.453717e-06,2.167564e-05
KCNQ2,0,7,3,2.989732e+00,9.179330e+01,7.983806e-06,5.301893e-05
KCNQ3,0,6,3,2.988801e+00,9.172627e+01,7.098288e-06,4.688716e-05
KCNQ4,0,1,4,3.988801e+00,6.185241e+01,1.007953e-07,8.513323e-08
KCNQ5,0,6,3,2.988801e+00,9.195642e+01,7.146844e-06,4.787099e-05
KCNS2,0,1,3,2.971942e+00,6.319012e+01,2.535115e-04,1.158333e-05
LCN1,0,4,3,2.977688e+00,9.161156e+01,7.839058e-06,9.057995e-06
XYLB,0,5,4,3.998123e+00,6.236857e+01,1.213035e-07,1.570199e-07
LHX9,0,5,4,3.996079e+00,6.440420e+01,9.123066e-07,1.162346e-06
LARP1B,0,2,4,3.998813e+00,6.225528e+01,1.298560e-07,7.324481e-08
KIF3C,0,3,4,3.998234e+00,6.358118e+01,4.757836e-07,8.817078e-07
SYBU,0,6,3,2.999006e+00,9.170532e+01,9.695415e-07,9.359673e-06
RHOT1,0,2,4,3.998787e+00,6.213699e+01,2.033896e-07,1.020657e-07
RAD51D,0,20,2,1.848485e+00,4.567639e+02,8.516562e-03,8.573610e-03
ZNF20,0,20,3,2.986055e+00,9.206328e+01,3.172086e-04,4.719956e-05
ZNF180,0,3,4,3.997065e+00,6.382993e+01,3.522539e-07,6.584994e-07
FCHSD2,0,10,3,2.998682e+00,9.127770e+01,7.616128e-06,1.084758e-05
CLIP4,0,7,3,2.999278e+00,9.116027e+01,8.453473e-06,1.086579e-05
TSR2,0,6,3,2.989531e+00,9.182695e+01,6.311837e-06,1.985402e-05
TYROBP,0,17,4,3.999513e+00,6.322513e+01,1.229416e-06,4.864966e-07
KISS1,0,6,4,3.996957e+00,6.270136e+01,1.809935e-06,2.191339e-07
MMP16,0,2,3,2.989021e+00,9.101717e+01,2.655958e-05,1.118297e-05
KISS1R,0,2,4,3.998464e+00,6.304591e+01,2.161025e-07,2.875690e-07
KLK1,0,4,4,3.999078e+00,6.370639e+01,3.167295e-07,1.951658e-07
KLRB1,0,2,3,2.992716e+00,9.144057e+01,1.725520e-06,8.535816e-06
PMP22,0,5,3,2.995960e+00,9.150591e+01,3.869548e-06,8.936786e-06
KLRC3,0,2,4,3.999627e+00,6.184919e+01,1.240465e-08,1.337261e-08
ODF1,0,7,4,3.996583e+00,6.442923e+01,5.429263e-07,8.200510e-07
CCDC114,0,8,3,2.998637e+00,6.514249e+01,9.924762e-05,1.152029e-05
KIFC1,0,1,4,3.999155e+00,6.185354e+01,1.749710e-08,3.193916e-08
RAG2,0,3,3,2.982849e+00,9.170374e+01,4.945081e-06,2.428747e-05
SRP19,0,7,3,2.991332e+00,9.179936e+01,7.208288e-06,1.973376e-05
NFKBIZ,0,4,2,1.620688e+00,4.984076e+02,9.674989e-04,3.149346e-03
RNMT,0,2,3,2.992014e+00,9.155822e+01,1.614993e-06,8.487133e-06
440552,0,13,3,2.993449e+00,9.199808e+01,1.430157e-05,2.888452e-05
RPRD1A,0,2,3,2.985125e+00,9.156665e+01,2.680922e-06,9.037854e-06
APOL6,0,5,3,2.992191e+00,9.181784e+01,7.901268e-06,1.858874e-05
PLAA,0,10,3,2.990517e+00,9.172521e+01,9.040428e-06,1.052015e-05
CYHR1,0,2,3,2.952586e+00,9.156107e+01,8.283982e-06,9.097402e-06
RGPD8,0,1,4,3.994949e+00,6.247698e+01,2.357531e-07,7.691416e-07
PVRL2,0,13,3,2.999154e+00,9.181861e+01,1.148622e-05,1.822738e-05
SPINK2,0,4,3,2.998685e+00,9.141887e+01,3.082913e-06,8.668367e-06
NTM,0,4,4,3.998949e+00,6.276934e+01,8.399540e-08,1.653618e-07
C19orf66,0,31,3,2.997551e+00,9.242137e+01,3.917034e-05,7.238241e-05
CARKD,0,9,3,2.998383e+00,9.175312e+01,8.246632e-06,1.859189e-05
CXCL16,0,12,3,2.999083e+00,9.177262e+01,1.092238e-05,1.774238e-05
NTN4,0,4,4,3.996504e+00,6.381069e+01,2.891641e-07,5.665100e-07
SLC22A23,0,4,3,2.997676e+00,9.144246e+01,5.306552e-06,1.005323e-05
ZFYVE21,0,19,3,2.997429e+00,9.204634e+01,1.825705e-05,5.128453e-05
ATG9A,0,10,3,2.998466e+00,9.204729e+01,6.633441e-06,1.866837e-05
BEX2,0,30,3,2.996877e+00,9.225131e+01,3.561846e-05,8.038149e-05
ZNF439,0,15,3,2.997737e+00,9.171571e+01,2.294350e-05,4.391313e-05
C11orf87,0,8,3,2.998233e+00,9.158183e+01,7.924723e-06,1.807900e-05
CALB2,0,2,4,3.997012e+00,6.330119e+01,1.513879e-07,4.993823e-07
MBL2,0,9,4,3.996673e+00,6.373872e+01,1.792961e-06,1.017421e-06
KRT3,0,2,4,3.997803e+00,6.232540e+01,5.044129e-08,2.958051e-07
KLC4,0,19,3,2.998517e+00,9.248498e+01,2.348914e-05,4.081988e-05
KRT81,0,9,3,2.998242e+00,9.153415e+01,9.387004e-06,1.951723e-05
KRT86,0,3,4,3.996197e+00,6.366563e+01,3.660658e-07,6.460791e-07
PRPH,0,6,3,2.987388e+00,9.177167e+01,5.524660e-05,2.945680e-05
WAC,0,10,3,2.996388e+00,9.191181e+01,9.029314e-06,1.934572e-05
CCNB1IP1,0,7,3,2.999254e+00,9.115624e+01,7.712398e-06,9.594043e-06
NOC4L,0,16,3,2.983089e+00,9.228212e+01,5.931384e-05,5.738867e-05
DGCR6L,0,13,3,2.997410e+00,9.166916e+01,9.285892e-06,1.237230e-05
CCDC120,0,17,3,2.998967e+00,9.197653e+01,1.294118e-05,2.646832e-05
TBC1D7,0,12,3,2.994861e+00,9.198066e+01,1.417000e-05,3.444168e-05
CD33,0,6,3,2.994808e+00,9.182832e+01,6.388400e-06,2.685141e-05
KRT83,0,7,3,2.997921e+00,9.147965e+01,8.348026e-06,1.852646e-05
PTGER3,0,22,3,2.997344e+00,9.232062e+01,2.554028e-05,5.414643e-05
ZNF69,0,2,4,3.995770e+00,6.312458e+01,2.639868e-07,4.255690e-07
ASMTL,0,4,3,2.998790e+00,9.137876e+01,2.994907e-06,8.604980e-06
SLC15A3,0,7,3,2.996847e+00,9.149971e+01,1.244262e-05,2.740779e-05
GFOD1,0,7,3,2.995347e+00,9.151369e+01,1.727767e-05,3.609418e-05
CCDC93,0,4,3,2.998790e+00,9.141819e+01,3.001203e-06,8.781139e-06
PLEKHB2,0,13,4,3.996111e+00,6.558853e+01,1.862015e-06,3.033359e-06
TAPBPL,0,5,3,2.997403e+00,9.145504e+01,7.970023e-06,1.861706e-05
C19orf73,0,3,3,2.998386e+00,9.139310e+01,2.888774e-06,8.576258e-06
PSMG2,0,8,3,2.998982e+00,9.151798e+01,5.394907e-06,1.090006e-05
DHX37,0,5,4,3.990589e+00,6.396075e+01,3.399560e-06,1.132396e-06
TMEM106C,0,2,3,2.997370e+00,9.131975e+01,2.976013e-06,8.441900e-06
ASPSCR1,0,8,3,2.997820e+00,9.153306e+01,1.070034e-05,2.044680e-05
TMEM231,0,3,3,2.998386e+00,9.139816e+01,2.915153e-06,8.706983e-06
ARMC7,0,21,2,1.927850e+00,4.419668e+02,2.613092e-03,4.084145e-03
ARSJ,0,4,3,2.996979e+00,9.155445e+01,2.050409e-06,1.594144e-05
C12orf49,0,2,3,2.992573e+00,6.514057e+01,3.857952e-05,1.131040e-05
LMF2,0,4,3,2.994583e+00,9.134434e+01,1.191551e-05,2.642727e-05
LINC00238,0,4,4,3.996097e+00,6.408314e+01,4.440884e-07,8.612936e-07
COA5,0,1,4,3.996460e+00,6.307571e+01,1.505163e-07,4.076607e-07
KRT32,0,3,3,2.996340e+00,9.128291e+01,5.947763e-06,1.081783e-05
KRT33A,0,2,4,3.998983e+00,6.233420e+01,6.945847e-08,1.050430e-07
KRT84,0,2,4,3.997803e+00,6.232540e+01,5.044129e-08,2.958051e-07
CLEC7A,0,15,3,2.998018e+00,9.199025e+01,8.553182e-06,1.660273e-05
AFF3,0,2,3,2.995324e+00,9.153976e+01,1.508978e-06,8.417612e-06
LAG3,0,2,4,3.997179e+00,6.229008e+01,1.626023e-07,1.142001e-07
LAIR2,0,2,4,3.999194e+00,6.258111e+01,3.742497e-08,1.042212e-07
SLC35E1,0,4,4,3.998408e+00,6.271863e+01,2.214096e-07,1.721223e-07
LAMP2,0,2,5,4.996897e+00,4.817126e+01,2.590017e-07,6.094425e-10
FAM164A,0,3,4,3.997544e+00,6.257048e+01,3.792926e-07,2.766047e-07
LBR,1,14,1,-5.151515e-01,4.604077e+02,7.934200e-01,9.605414e-01
PRM1,0,2,2,1.242424e+00,3.835553e+02,1.491371e-02,4.972197e-03
PLA2G5,0,2,4,3.995735e+00,6.225164e+01,3.949686e-07,2.416135e-07
PLA2G6,0,1,4,3.997703e+00,6.189178e+01,2.085451e-07,4.444462e-08
PLA2G10,0,3,4,3.996447e+00,6.206802e+01,2.870489e-07,1.578983e-07
PLA2G2F,0,1,4,3.997703e+00,6.189178e+01,2.085451e-07,4.444462e-08
PLA2G12A,0,1,4,3.997703e+00,6.189178e+01,2.085451e-07,4.444462e-08
PLAGL2,0,2,4,3.995791e+00,6.369447e+01,3.113112e-07,1.106858e-06
CDKAL1,0,1,4,3.996568e+00,6.340747e+01,2.570444e-07,8.995673e-07
PSRC1,0,2,4,3.994986e+00,6.415186e+01,1.001146e-06,1.027025e-06
LMBR1L,0,3,4,3.992149e+00,6.330703e+01,2.500304e-07,1.318941e-07
LEPROT,0,1,4,3.996298e+00,6.209607e+01,2.888018e-07,1.116986e-07
LETM1,0,4,3,2.989219e+00,9.187308e+01,1.257700e-05,2.635962e-05
LFNG,0,2,3,2.987356e+00,9.156082e+01,2.216045e-06,8.450412e-06
SUSD2,0,2,4,3.997312e+00,6.231359e+01,7.113903e-07,1.438043e-07
MUC16,0,2,4,3.998355e+00,6.214831e+01,6.349889e-07,9.318587e-08
LGALS2,0,6,3,2.976394e+00,9.197818e+01,1.654254e-05,3.195474e-05
LTA,0,12,2,1.873737e+00,4.730148e+02,1.328846e-03,3.465027e-03
LIM2,0,1,4,3.996947e+00,6.232403e+01,1.921703e-07,1.296774e-07
PPIC,0,10,3,2.997174e+00,9.218819e+01,7.116805e-06,1.802027e-05
KIAA1549,0,10,3,2.995106e+00,9.177803e+01,5.048125e-06,9.428926e-06
LGALS7,0,6,4,3.993484e+00,6.340377e+01,5.604457e-07,2.135123e-06
CHST9,0,1,4,3.997210e+00,6.202731e+01,2.077200e-07,6.185976e-08
PRIM1,0,22,3,2.999641e+00,9.191670e+01,3.657275e-06,1.288354e-05
PRIM2,0,20,3,2.999605e+00,9.188428e+01,3.595467e-06,1.295735e-05
POLE4,0,21,3,2.999624e+00,9.174386e+01,3.605904e-06,1.192933e-05
POLD4,0,20,3,2.999605e+00,9.168908e+01,3.437404e-06,1.160766e-05
NEIL1,0,4,4,3.998233e+00,6.259012e+01,2.309203e-07,3.090994e-07
CDC42BPA,0,9,3,2.985351e+00,9.186392e+01,1.397118e-05,1.908379e-05
PNLIPRP1,0,9,4,3.998618e+00,6.367328e+01,5.239028e-07,3.075680e-07
STAR,0,7,4,3.996579e+00,6.417896e+01,1.043513e-06,1.018804e-06
FABP9,0,1,4,3.995528e+00,6.195583e+01,2.184406e-07,1.145140e-07
PAAF1,0,21,3,2.999492e+00,9.178872e+01,2.463519e-06,1.265494e-05
LLGL2,0,5,4,3.998388e+00,6.360891e+01,7.491198e-07,5.559597e-07
LLGL1,0,11,3,2.994007e+00,9.193470e+01,7.485218e-06,1.882090e-05
ZNF239,0,3,3,2.997064e+00,9.129005e+01,4.962272e-06,9.598092e-06
URB2,0,2,3,2.981962e+00,9.096730e+01,4.671758e-05,1.192055e-05
DUSP13,0,8,4,3.996913e+00,6.504700e+01,1.012811e-06,1.710215e-06
MRPS26,0,79,3,2.999231e+00,9.223080e+01,1.342949e-05,5.088890e-05
LYL1,0,8,2,1.810344e+00,4.984084e+02,9.850119e-04,3.135108e-03
NHLH1,0,7,3,2.991555e+00,9.143034e+01,1.479420e-05,2.135593e-05
TAL2,0,9,3,2.991153e+00,9.165120e+01,3.703515e-05,4.861593e-05
BCL11A,0,7,3,2.991733e+00,9.153751e+01,1.880380e-05,2.169813e-05
MAGEA8,0,8,3,2.997872e+00,9.150310e+01,4.930187e-06,1.031366e-05
NHLH2,0,4,3,2.995744e+00,9.138325e+01,4.284048e-06,1.039421e-05
LMX1B,0,3,4,3.995820e+00,6.279424e+01,3.250668e-07,6.122773e-07
LNPEP,0,7,3,2.993964e+00,9.199864e+01,2.618348e-04,2.910531e-05
HIST1H2BJ,0,2,4,3.996721e+00,6.193591e+01,1.693176e-07,4.336961e-08
DHDDS,0,3,4,3.999972e+00,6.192267e+01,1.759922e-08,1.924373e-08
EGFL7,0,4,3,2.998565e+00,9.124249e+01,7.555053e-06,8.860109e-06
LPP,0,5,4,3.997479e+00,6.319683e+01,2.157025e-07,4.396734e-07
C2orf28,0,1,5,4.997479e+00,4.779683e+01,2.731974e-09,5.587034e-10
LRMP,0,4,3,2.997422e+00,9.199271e+01,5.582589e-06,1.993138e-05
LRCH4,0,9,3,2.997792e+00,9.163654e+01,1.519307e-05,2.673016e-05
MMP15,0,2,3,2.989021e+00,9.102771e+01,2.655316e-05,1.118392e-05
MMP17,0,3,3,2.982373e+00,9.152957e+01,3.107075e-05,2.065253e-05
SCN3A,0,3,3,2.992680e+00,9.104521e+01,2.783717e-05,1.126208e-05
GTPBP1,0,2,3,2.985195e+00,9.124885e+01,4.646087e-05,2.086618e-05
NOS1AP,0,11,3,2.998004e+00,9.120092e+01,2.933922e-05,1.190801e-05
SYNJ2BP,0,11,3,2.998004e+00,9.135114e+01,2.900156e-05,1.356154e-05
SLC9A3,0,8,4,3.995710e+00,6.345309e+01,2.526901e-06,5.328650e-07
LRP2BP,0,7,3,2.996670e+00,9.156343e+01,4.308415e-06,1.038668e-05
ANKRA2,0,3,3,2.988405e+00,9.136552e+01,9.858101e-06,2.087462e-05
LRP4,0,2,3,2.997173e+00,9.142289e+01,7.489185e-07,7.746988e-06
WNT1,0,10,4,3.998453e+00,6.239408e+01,1.164929e-06,1.393681e-07
FZD5,0,5,4,3.999092e+00,6.262087e+01,1.505372e-06,1.495713e-07
FZD8,0,5,4,3.998318e+00,6.253687e+01,2.009023e-06,1.435777e-07
LRP5,0,7,3,2.995395e+00,9.122575e+01,4.161653e-05,1.171419e-05
LSAMP,0,1,4,3.998737e+00,6.251605e+01,4.960257e-08,1.382727e-07
UMOD,0,2,3,2.936869e+00,9.142495e+01,1.437611e-05,9.709863e-06
TRAF5,0,37,3,2.997458e+00,9.239917e+01,3.442887e-05,5.813207e-05
LTC4S,0,1,4,3.996871e+00,6.182242e+01,1.839507e-07,2.646772e-08
MGST1,0,3,3,2.996871e+00,9.164038e+01,6.450134e-06,1.431903e-05
ITLN1,0,1,4,3.988433e+00,6.204405e+01,3.143708e-07,1.196965e-07
LTK,0,8,4,3.996925e+00,6.583325e+01,1.558976e-06,2.789013e-06
CD180,-99,1,0,0.000000e+00,7.451216e-305,0.000000e+00,0.000000e+00
LY86,-99,1,0,0.000000e+00,7.451216e-305,0.000000e+00,0.000000e+00
CD84,0,3,3,2.996085e+00,9.145010e+01,2.017178e-06,8.323317e-06
SLAMF7,0,3,3,2.996871e+00,9.164190e+01,7.094233e-06,1.425921e-05
PARP11,0,9,3,2.989446e+00,9.187335e+01,1.550783e-05,1.800700e-05
LRRK1,0,5,3,2.982150e+00,9.161552e+01,7.895260e-06,9.151806e-06
TACSTD2,0,1,3,2.995317e+00,9.158606e+01,5.370800e-07,6.169694e-06
M6PR,0,5,4,3.990081e+00,6.242817e+01,2.618197e-06,4.167104e-07
PCF11,0,12,3,2.997306e+00,9.193004e+01,6.094795e-06,3.372881e-05
MAB21L1,0,1,4,3.995582e+00,6.265166e+01,6.207439e-07,2.895285e-07
REV3L,0,5,3,2.997194e+00,9.139748e+01,4.059283e-06,1.060333e-05
KLHL13,0,13,3,2.998629e+00,9.055681e+01,2.540674e-05,4.750580e-06
TTF1,0,6,4,3.996550e+00,6.399683e+01,9.058816e-07,9.199951e-07
RNF103,0,16,3,2.998805e+00,9.208402e+01,4.820564e-06,1.663917e-05
PIGQ,0,7,4,3.999086e+00,6.375557e+01,4.732842e-07,5.066850e-07
PUM1,0,3,4,3.997394e+00,6.417519e+01,4.186537e-07,5.563277e-07
RASL12,0,8,3,2.997426e+00,9.124292e+01,3.399317e-05,1.670530e-05
OAZ3,0,11,2,1.862259e+00,4.419645e+02,2.556709e-03,4.138465e-03
ELP3,0,8,3,2.998507e+00,9.186118e+01,2.468452e-06,1.113421e-05
MKL2,0,4,4,3.995119e+00,6.369590e+01,1.316122e-06,9.141050e-07
HECW2,0,2,4,3.996273e+00,6.356621e+01,4.064167e-07,5.893876e-07
UNKL,0,3,4,3.996434e+00,6.444607e+01,7.902454e-07,1.249210e-06
65259,0,2,4,3.995715e+00,6.424076e+01,6.865280e-07,1.010425e-06
RAB34,0,5,4,3.996606e+00,6.514734e+01,1.165469e-06,1.964781e-06
ANKRD27,0,1,4,3.995344e+00,6.297815e+01,2.984647e-07,3.050407e-07
ZNF251,0,1,4,3.995344e+00,6.297815e+01,2.984647e-07,3.050407e-07
PSG4,0,3,4,3.997393e+00,6.434505e+01,5.820044e-07,9.670222e-07
ZNF41,0,5,3,2.997365e+00,9.123719e+01,7.181001e-06,1.098709e-05
DCUN1D1,0,18,3,2.998356e+00,9.226857e+01,4.157486e-05,3.070424e-05
MKS1,0,3,4,3.996916e+00,6.391067e+01,4.715886e-07,8.409165e-07
TRIM62,0,2,4,3.997215e+00,6.411762e+01,4.754891e-07,8.802880e-07
PPAN,0,4,3,2.995744e+00,9.155455e+01,2.376873e-06,1.731934e-05
RHOJ,0,21,3,2.992726e+00,9.254407e+01,2.464119e-05,2.149481e-05
SENP2,0,15,3,2.996304e+00,9.232621e+01,1.027742e-05,4.818436e-05
RNF123,0,9,4,3.995882e+00,6.568449e+01,3.063295e-06,1.735985e-06
PRDM16,0,4,4,3.996377e+00,6.466828e+01,1.282290e-06,1.550242e-06
C22orf46,0,2,3,2.997580e+00,9.140683e+01,3.091057e-06,8.753137e-06
HECTD3,0,3,4,3.994936e+00,6.407115e+01,4.865193e-07,7.760758e-07
PREX2,0,2,4,3.996277e+00,6.440494e+01,5.852491e-07,1.122629e-06
GFM2,0,6,3,2.990273e+00,9.191810e+01,2.341787e-05,2.850011e-05
FOXL2,0,2,4,3.995795e+00,6.445269e+01,7.348503e-07,1.171156e-06
PEX6,0,4,4,3.997845e+00,6.400110e+01,6.583566e-07,9.645385e-07
PLAGL1,0,3,4,3.995600e+00,6.564145e+01,8.368819e-07,2.378092e-06
SECISBP2L,0,4,4,3.996660e+00,6.460022e+01,7.580383e-07,1.035327e-06
C10orf118,0,2,4,3.994248e+00,6.399916e+01,5.844365e-07,8.752047e-07
ZDHHC4,0,1,4,3.994887e+00,6.368161e+01,4.946908e-07,7.092476e-07
ZNF83,0,3,4,3.995633e+00,6.502678e+01,2.858476e-06,1.322639e-06
KLHL9,0,5,4,3.996032e+00,6.489452e+01,8.850100e-07,1.348271e-06
JPH1,0,3,4,3.997026e+00,6.411075e+01,6.350600e-07,1.107506e-06
JPH3,0,3,4,3.995534e+00,6.395239e+01,8.440168e-07,8.618929e-07
C10orf54,0,2,4,3.996231e+00,6.443066e+01,5.578152e-07,8.655874e-07
ZNF329,0,11,3,2.996299e+00,9.172938e+01,2.371321e-05,2.982990e-05
SVEP1,0,5,3,2.993103e+00,9.187071e+01,6.011285e-06,9.818283e-06
RSPH3,0,2,4,3.997443e+00,6.369681e+01,4.953390e-07,7.083321e-07
PSG2,0,3,3,2.996871e+00,9.171294e+01,6.698863e-06,1.485730e-05
RAB13,0,4,3,2.994851e+00,9.098736e+01,3.278708e-05,1.491697e-05
TCTA,0,1,4,3.995133e+00,6.332993e+01,2.796212e-07,5.456547e-07
